additives_n,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,sodium_100g,nutrition-score-uk_100g,healthy_label
0.0,0.0,0.0,3.33,3.33,3.3,0.0,0.667,3.0,1
0.0,0.0,0.0,3.33,3.33,3.3,0.0,0.6,2.0,1
0.0,0.0,0.0,59.38,0.0,28.1,25.0,0.016,-8.0,1
2.0,0.0,0.0,3.33,3.33,3.3,0.0,0.6,2.0,1
0.0,0.0,0.0,3.33,0.0,3.3,0.0,0.5329999999999999,1.0,1
0.0,0.0,0.0,9.41,2.35,3.5,3.53,0.018000000000000002,-6.0,1
0.0,0.0,0.0,9.41,2.35,3.5,3.53,0.018000000000000002,-6.0,1
3.0,0.0,0.0,11.72,8.59,1.6,0.78,0.012,-1.0,0
0.0,0.42,0.0,15.83,0.83,4.2,5.0,0.4,-3.0,0
0.0,0.0,0.0,15.32,0.81,4.0,4.84,0.387,-3.0,0
2.0,6.67,0.0,6.67,0.0,0.0,0.0,0.0,1.0,0
5.0,0.0,0.0,29.23,21.54,0.0,4.62,0.092,4.0,1
0.0,2.08,0.0,62.5,0.0,20.8,22.92,0.01,-7.0,1
0.0,66.67,6.67,13.33,3.33,6.7,16.67,0.0,9.0,1
2.0,0.0,0.0,14.29,4.76,0.0,23.81,1.476,12.0,0
0.0,3.0,0.0,78.0,0.0,4.0,8.0,0.0,-5.0,1
0.0,0.71,0.0,12.14,8.57,2.9,0.71,0.0,-3.0,1
0.0,50.0,10.94,21.88,9.38,6.2,21.88,0.469,19.0,1
2.0,14.0,1.0,74.0,22.0,6.0,8.0,0.44,8.0,0
1.0,31.58,26.32,68.42,65.79,2.6,2.63,0.066,23.0,0
1.0,28.57,25.0,57.14,57.14,1.8,3.57,0.116,25.0,0
1.0,33.33,25.0,55.56,50.0,2.8,8.33,0.153,24.0,0
3.0,0.0,0.0,14.52,10.48,1.6,0.0,0.016,0.0,0
0.0,0.0,0.0,6.67,3.33,3.3,0.0,0.583,2.0,1
5.0,11.54,3.85,38.46,38.46,0.0,0.0,0.0,13.0,0
2.0,6.67,3.33,20.0,13.33,0.0,6.67,0.067,3.0,0
0.0,0.0,0.0,59.38,0.0,28.1,25.0,0.016,-8.0,1
0.0,0.0,0.0,4.71,2.35,2.4,1.18,0.024,-3.0,1
0.0,0.0,0.0,9.41,2.35,3.5,3.53,0.018000000000000002,-6.0,1
3.0,78.57,14.29,0.0,0.0,0.0,0.0,0.7859999999999999,26.0,0
2.0,0.0,0.0,90.0,36.67,3.3,3.33,0.4,12.0,0
0.0,1.95,0.78,14.06,0.78,4.7,4.69,0.398,-2.0,0
0.0,0.0,0.0,13.56,0.85,5.1,4.24,0.398,-3.0,0
2.0,16.0,1.0,74.0,26.0,6.0,8.0,0.46,10.0,0
2.0,14.0,1.0,74.0,22.0,6.0,8.0,0.44,8.0,0
3.0,17.86,17.86,64.29,50.0,0.0,7.14,1.643,35.0,1
7.0,0.0,0.0,76.92,41.03,0.0,5.13,0.064,13.0,0
6.0,5.13,3.85,76.92,48.72,0.0,0.0,0.128,18.0,0
5.0,0.0,0.0,87.5,55.0,0.0,0.0,0.062,14.0,0
4.0,18.68,10.99,31.87,21.98,1.1,4.4,0.385,20.0,0
3.0,0.0,0.0,12.3,9.02,1.6,0.82,0.012,0.0,0
0.0,0.0,0.0,3.33,3.33,3.3,0.0,0.6,2.0,1
0.0,0.88,0.0,21.24,0.88,7.1,7.08,0.327,-5.0,0
0.0,0.44,0.0,17.7,0.88,5.3,6.19,0.336,-4.0,0
0.0,0.44,0.0,17.7,0.88,5.3,6.19,0.336,-4.0,0
0.0,46.88,6.25,25.0,9.38,6.2,21.88,0.406,14.0,1
0.0,46.88,6.25,25.0,9.38,6.2,21.88,0.312,13.0,1
0.0,46.88,6.25,25.0,9.38,6.2,21.88,0.312,13.0,1
0.0,0.0,0.0,9.41,2.35,3.5,3.53,0.018000000000000002,-6.0,1
3.0,1.79,0.0,5.36,5.36,0.0,17.86,0.696,4.0,1
0.0,0.0,0.0,64.44,2.22,11.1,24.44,0.0,-6.0,1
0.0,1.04,0.0,77.08,0.0,14.6,10.42,0.0,-6.0,1
0.0,0.0,0.0,64.44,2.22,11.1,24.44,0.0,-6.0,1
0.0,0.0,0.0,76.19,0.0,2.4,7.14,0.0,-3.0,1
0.0,2.38,0.0,76.19,0.0,2.4,7.14,0.0,-3.0,1
0.0,78.57,14.29,0.0,0.0,0.0,0.0,0.536,23.0,0
1.0,25.0,15.91,68.18,63.64,2.3,4.55,0.068,23.0,0
0.0,0.0,0.0,3.48,0.0,1.7,1.74,0.313,0.0,1
0.0,100.0,7.14,0.0,0.0,0.0,0.0,0.0,17.0,1
4.0,0.0,0.0,40.0,20.0,0.0,0.0,0.0,6.0,0
4.0,0.0,0.0,50.0,33.33,0.0,0.0,0.0,9.0,0
4.0,78.57,17.86,0.0,0.0,0.0,0.0,0.643,25.0,0
0.0,65.52,6.9,13.79,3.45,6.9,13.79,0.0,9.0,1
2.0,0.0,0.0,9.02,7.38,1.6,0.0,0.016,-1.0,0
1.0,31.82,20.45,61.36,56.82,4.5,4.55,0.023,21.0,1
6.0,25.64,7.69,61.54,51.28,5.1,7.69,0.0,17.0,1
2.0,0.0,0.0,93.33,80.0,0.0,0.0,0.0,14.0,0
13.0,25.2,13.39,30.71,18.9,0.8,4.72,0.252,19.0,0
2.0,1.79,0.0,50.0,7.14,3.6,10.71,0.464,-1.0,0
0.0,0.0,0.0,12.86,10.0,1.4,0.71,0.0,1.0,1
0.0,0.65,0.0,12.26,8.39,2.6,0.65,0.001,-2.0,1
0.0,0.0,0.0,8.24,0.0,3.5,3.53,0.018000000000000002,-6.0,1
0.0,0.0,0.0,16.97,14.55,1.8,0.61,0.002,1.0,1
1.0,0.0,0.0,3.33,3.33,3.3,0.0,0.5329999999999999,1.0,1
5.0,1.79,0.0,3.57,1.79,0.0,16.07,0.768,4.0,1
0.0,0.0,0.0,3.53,0.0,2.4,2.35,0.076,-4.0,1
0.0,0.0,0.0,14.29,10.39,3.2,0.0,0.0,-2.0,1
0.0,0.0,0.0,17.57,0.68,1.4,2.7,0.0,-2.0,1
0.0,50.0,10.94,21.88,9.38,6.2,25.0,0.406,18.0,1
0.0,0.0,0.0,57.14,5.71,31.4,28.57,0.0,-5.0,1
1.0,25.0,15.62,64.06,54.69,4.7,3.12,0.039,20.0,1
0.0,0.0,0.0,13.85,0.77,4.6,4.62,0.438,-3.0,0
1.0,12.5,6.82,26.14,22.73,2.3,6.82,0.119,12.0,0
1.0,30.0,20.0,52.5,47.5,10.0,10.0,0.0,21.0,1
2.0,16.0,1.0,70.0,24.0,6.0,8.0,0.28,8.0,0
2.0,16.0,1.0,70.0,22.0,6.0,8.0,0.28,7.0,0
5.0,1.04,0.0,3.33,2.92,0.4,0.42,0.062,0.0,1
5.0,1.04,0.0,0.42,0.0,0.4,0.42,0.071,0.0,1
6.0,1.04,0.0,3.33,2.92,0.4,0.42,0.062,0.0,1
5.0,1.04,0.0,7.92,7.5,0.4,0.42,0.062,1.0,1
1.0,25.0,3.57,57.14,3.57,0.0,3.57,1.607,18.0,0
0.0,50.0,7.81,21.88,9.38,6.2,21.88,0.469,16.0,1
1.0,1.79,0.0,0.0,0.0,0.0,19.64,0.696,3.0,1
1.0,2.38,0.0,0.0,0.0,0.0,23.81,0.643,3.0,1
0.0,0.89,0.0,0.0,0.0,0.0,23.21,0.696,3.0,1
4.0,1.79,0.0,1.79,0.0,0.0,17.86,0.768,4.0,1
2.0,14.52,1.61,51.61,27.42,1.6,4.84,0.468,14.0,0
6.0,5.13,3.85,76.92,48.72,0.0,0.0,0.128,18.0,0
4.0,2.9,2.17,16.91,15.46,0.5,2.9,0.036000000000000004,5.0,1
4.0,2.9,2.17,16.91,15.46,0.5,2.9,0.036000000000000004,5.0,1
4.0,2.0,1.0,11.33,8.0,0.7,10.0,0.037000000000000005,-3.0,1
0.0,50.0,25.0,50.0,25.0,0.0,25.0,3.5,32.0,0
3.0,12.2,1.83,37.8,4.88,3.7,3.66,0.4270000000000001,2.0,0
2.0,0.0,0.0,1.9,0.95,0.0,0.0,0.005,0.0,0
3.0,1.79,0.0,3.57,1.79,0.0,17.86,0.696,3.0,1
3.0,1.79,0.0,8.93,5.36,0.0,17.86,0.679,4.0,1
2.0,3.33,0.0,33.33,33.33,0.0,0.0,0.333,12.0,0
3.0,0.0,0.0,13.33,6.67,0.0,0.0,0.0,1.0,0
2.0,10.0,6.67,33.33,33.33,0.0,0.0,0.2,17.0,0
2.0,3.33,0.0,40.0,33.33,0.0,0.0,0.333,12.0,0
2.0,3.33,0.0,33.33,33.33,0.0,0.0,0.333,12.0,0
0.0,15.45,7.27,32.73,25.45,0.9,2.73,0.155,15.0,0
1.0,0.0,0.0,100.0,0.0,0.0,0.0,3.0,16.0,0
1.0,0.0,0.0,59.38,31.25,6.2,3.12,0.012,3.0,1
1.0,14.0,6.0,42.0,24.0,2.0,2.0,0.28,14.0,0
1.0,16.0,7.0,42.0,24.0,2.0,4.0,0.25,14.0,0
2.0,5.36,0.0,46.43,7.14,3.6,7.14,0.679,6.0,0
1.0,5.56,0.0,44.44,7.41,7.4,7.41,0.037000000000000005,-5.0,0
3.0,2.67,2.0,11.33,11.33,0.0,6.67,0.0,0.0,1
0.0,50.0,9.38,21.88,9.38,6.2,21.88,0.469,18.0,1
1.0,0.0,0.0,12.5,12.5,0.0,0.0,0.006,2.0,0
0.0,50.0,6.67,16.67,3.33,6.7,26.67,0.183,10.0,1
2.0,0.0,0.0,89.47,57.89,0.0,0.0,0.0,14.0,0
1.0,7.5,5.0,80.0,47.5,0.0,2.5,0.3,21.0,1
0.0,0.0,0.0,19.58,11.67,0.8,0.42,0.006,1.0,0
0.0,50.0,5.0,23.33,3.33,10.0,20.0,0.5,11.0,1
0.0,66.67,6.67,13.33,3.33,6.7,16.67,0.0,9.0,1
1.0,0.0,0.0,11.25,11.25,0.0,0.0,0.004,2.0,1
1.0,20.83,12.5,75.0,58.33,0.0,0.0,0.042,26.0,0
2.0,18.57,10.0,37.14,24.29,1.4,7.14,0.28600000000000003,20.0,0
1.0,31.58,18.42,57.89,47.37,7.9,5.26,0.0,21.0,1
1.0,32.43,18.92,48.65,45.95,2.7,5.41,0.0,23.0,1
2.0,15.56,7.78,46.67,28.89,8.9,22.22,0.3,16.0,0
4.0,0.0,0.0,100.0,78.57,0.0,0.0,0.0,14.0,0
6.0,0.0,0.0,93.33,86.67,0.0,0.0,0.0,14.0,0
0.0,0.88,0.0,21.24,0.88,7.1,7.08,0.327,-5.0,0
0.0,0.71,0.0,12.14,8.57,2.9,0.0,0.0,-3.0,1
0.0,78.57,10.71,0.0,0.0,0.0,0.0,0.536,24.0,0
0.0,16.47,7.06,2.35,2.35,0.0,16.47,0.659,16.0,0
2.0,41.67,6.25,41.67,33.33,4.2,12.5,0.208,17.0,0
0.0,50.0,7.81,18.75,3.12,6.2,25.0,0.328,12.0,1
0.0,50.0,7.81,18.75,3.12,6.2,25.0,0.281,12.0,1
0.0,0.0,0.0,3.33,3.33,3.3,0.0,0.667,3.0,1
4.0,14.55,2.27,38.18,10.0,1.8,4.55,0.309,6.0,0
0.0,0.0,0.0,3.53,1.18,2.4,2.35,0.035,-4.0,1
0.0,1.15,0.0,13.85,0.77,4.6,4.62,0.369,-2.0,0
0.0,0.71,0.0,12.14,8.57,2.9,0.0,0.0,-3.0,1
5.0,25.58,8.14,4.65,2.33,0.0,9.3,1.186,21.0,0
0.0,30.0,3.33,20.0,13.33,0.0,0.0,0.833,18.0,0
5.0,40.0,6.67,6.67,6.67,0.0,0.0,1.267,21.0,0
3.0,35.29,11.76,5.88,5.88,0.0,23.53,1.0,26.0,0
0.0,0.6,0.0,7.14,2.38,3.6,2.38,0.03,-6.0,1
1.0,0.0,0.0,13.33,13.33,0.0,0.0,0.1,3.0,0
0.0,46.88,6.25,21.88,6.25,9.4,25.0,0.125,10.0,1
0.0,46.88,6.25,21.88,6.25,9.4,25.0,0.0,9.0,1
0.0,46.88,6.25,21.88,6.25,9.4,25.0,0.0,9.0,1
0.0,46.88,6.25,21.88,6.25,9.4,25.0,0.0,9.0,1
2.0,1.72,0.0,82.76,37.93,0.0,3.45,0.379,16.0,1
0.0,36.0,24.0,58.0,42.0,8.0,6.0,0.0,21.0,1
0.0,40.0,22.0,36.0,28.0,10.0,8.0,0.0,17.0,1
4.0,8.0,2.0,76.0,28.0,4.0,8.0,0.22,8.0,0
0.0,70.0,15.0,7.5,2.5,5.0,15.0,0.0,14.0,1
0.0,50.0,6.25,21.88,3.12,9.4,25.0,0.203,10.0,1
3.0,45.24,16.67,9.52,9.52,0.0,21.43,1.452,28.0,0
3.0,40.62,21.88,37.5,34.38,9.4,6.25,0.031,19.0,1
4.0,50.0,5.0,23.33,6.67,10.0,20.0,1.2,17.0,1
7.0,20.0,11.25,70.0,57.5,2.5,2.5,0.15,23.0,1
0.0,0.71,0.0,12.14,8.57,2.9,0.71,0.0,-3.0,1
4.0,26.79,8.93,10.71,5.36,0.0,10.71,1.179,23.0,0
3.0,2.22,0.0,53.33,6.67,2.2,11.11,0.511,1.0,0
0.0,0.0,0.0,3.33,0.0,1.7,1.67,0.317,0.0,1
0.0,0.71,0.0,12.14,8.57,2.9,0.71,0.0,-3.0,1
1.0,20.83,12.5,75.0,58.33,0.0,0.0,0.458,31.0,0
4.0,0.0,0.0,100.0,75.0,0.0,0.0,0.375,18.0,0
0.0,1.15,0.0,7.69,0.0,2.3,2.31,0.231,-2.0,0
0.0,0.0,0.0,30.71,16.43,2.9,0.71,0.025,0.0,1
0.0,0.0,0.0,30.71,16.43,2.9,0.71,0.025,0.0,1
0.0,0.0,0.0,12.86,10.71,5.0,0.0,0.0,-3.0,1
0.0,0.71,0.0,12.14,8.57,2.9,0.0,0.0,-3.0,1
0.0,0.44,0.0,17.7,0.88,5.3,6.19,0.336,-4.0,0
0.0,0.0,0.0,19.47,0.88,6.2,7.08,0.257,-6.0,0
0.0,78.57,14.29,0.0,0.0,0.0,0.0,0.536,23.0,0
0.0,0.0,0.0,9.41,2.35,3.5,3.53,0.018000000000000002,-6.0,1
0.0,0.0,0.0,9.41,2.35,3.5,3.53,0.018000000000000002,-6.0,1
0.0,0.0,0.0,9.41,2.35,3.5,3.53,0.018000000000000002,-6.0,1
0.0,1.97,0.0,6.3,1.57,2.4,4.72,0.134,-4.0,1
0.0,4.73,0.68,16.22,4.05,5.4,12.16,0.203,-7.0,1
0.0,0.0,0.0,59.38,0.0,28.1,25.0,0.016,-8.0,1
0.0,60.71,5.36,17.86,3.57,3.6,14.29,0.018000000000000002,8.0,1
5.0,26.79,8.93,1.79,0.0,0.0,14.29,0.75,19.0,0
0.0,67.86,8.93,10.71,3.57,7.1,14.29,0.0,11.0,1
0.0,2.17,0.0,78.26,0.0,4.3,8.7,0.0,-6.0,1
1.0,0.0,0.0,3.33,0.0,3.3,0.0,0.633,3.0,1
1.0,0.0,0.0,3.33,0.0,3.3,0.0,0.633,3.0,1
2.0,0.0,0.0,3.33,0.0,3.3,0.0,0.633,3.0,1
2.0,0.0,0.0,87.5,85.0,0.0,0.0,0.0,14.0,1
2.0,1.76,0.88,12.94,10.59,0.0,8.24,0.08800000000000001,-2.0,1
3.0,1.76,0.88,13.53,11.18,0.0,8.24,0.041,-2.0,1
3.0,19.72,4.23,47.89,25.35,1.4,5.63,0.35200000000000004,15.0,0
0.0,0.71,0.0,12.14,8.57,2.9,0.71,0.0,-3.0,1
0.0,0.0,0.0,16.15,0.77,3.8,5.38,0.454,-2.0,0
0.0,0.0,0.0,3.53,0.0,2.4,2.35,0.076,-4.0,1
0.0,0.0,0.0,3.53,0.0,2.4,2.35,0.076,-4.0,1
0.0,0.0,0.0,3.53,2.35,1.2,2.35,0.029,-2.0,1
0.0,0.0,0.0,59.38,0.0,28.1,25.0,0.016,-8.0,1
0.0,1.15,0.38,16.92,0.0,6.9,5.38,0.385,-3.0,0
0.0,1.54,0.0,17.69,1.54,6.9,6.15,0.32299999999999995,-4.0,0
0.0,0.0,0.0,16.15,0.0,6.9,5.38,0.385,-4.0,0
0.0,4.62,1.92,13.85,0.77,8.5,6.92,0.331,-4.0,0
0.0,4.62,1.92,13.85,0.77,8.5,6.92,0.331,-4.0,0
0.0,3.46,1.15,14.62,0.77,6.2,6.15,0.34600000000000003,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,50.0,5.0,20.0,3.33,6.7,23.33,0.183,8.0,1
5.0,0.0,0.0,82.5,52.5,2.5,0.0,0.08800000000000001,11.0,1
0.0,67.86,16.07,10.71,3.57,7.1,14.29,0.0,13.0,1
0.0,23.33,3.33,26.67,6.67,16.7,43.33,0.467,9.0,1
1.0,19.15,4.26,55.32,34.04,0.0,4.26,0.319,19.0,0
3.0,0.0,0.0,12.3,9.84,2.5,0.0,0.016,-1.0,0
1.0,0.0,0.0,9.02,7.38,1.6,0.0,0.016,-1.0,0
2.0,78.57,14.29,0.0,0.0,0.0,0.0,0.75,26.0,0
0.0,0.83,0.0,15.0,0.83,4.2,5.0,0.3670000000000001,-3.0,0
0.0,0.0,0.0,21.69,12.05,1.8,0.6,0.027000000000000003,1.0,1
0.0,24.69,2.65,12.35,0.0,5.3,12.35,0.185,-3.0,1
0.0,0.0,0.0,17.97,0.0,5.5,7.03,0.391,-4.0,0
0.0,0.0,0.0,14.29,10.39,3.2,0.0,0.0,-2.0,1
2.0,23.23,3.54,41.41,28.28,3.0,6.06,0.364,13.0,0
3.0,21.13,4.23,50.7,28.17,1.4,5.63,0.35200000000000004,17.0,0
2.0,3.85,0.0,50.0,7.69,3.8,11.54,0.481,-1.0,0
2.0,3.19,0.0,48.94,6.38,4.3,10.64,0.489,-1.0,0
2.0,1.92,0.0,50.0,7.69,3.8,11.54,0.481,-1.0,0
0.0,0.0,0.0,80.0,75.0,2.5,12.5,0.475,16.0,1
0.0,0.0,0.0,9.02,9.02,0.0,0.41,0.0,2.0,0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317,3.0,0
0.0,50.0,6.94,22.22,5.56,8.3,25.0,0.0,9.0,1
5.0,17.14,10.48,7.62,3.81,0.0,2.86,0.848,21.0,1
0.0,46.88,6.25,18.75,12.5,6.2,28.12,0.0,10.0,1
1.0,16.07,5.36,5.36,0.0,0.0,14.29,1.357,17.0,0
1.0,0.89,0.0,1.79,1.79,0.0,19.64,0.821,5.0,1
0.0,26.83,12.2,63.41,43.9,2.4,7.32,0.122,23.0,0
0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,-2.0,1
0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,-2.0,1
2.0,0.0,0.0,94.12,64.71,0.0,0.0,0.235,17.0,0
2.0,25.0,15.0,60.0,45.0,2.5,2.5,0.15,22.0,1
1.0,0.0,0.0,2.94,0.74,1.5,0.0,0.64,5.0,1
0.0,0.71,0.0,12.14,8.57,2.9,0.71,0.0,-3.0,1
5.0,25.0,0.0,50.0,0.0,0.0,0.0,0.0,6.0,0
3.0,4.29,0.0,77.14,34.29,8.6,8.57,0.486,11.0,1
0.0,0.0,0.0,10.59,4.71,4.7,3.53,0.024,-6.0,1
0.0,0.0,0.0,4.65,1.16,1.2,1.16,0.006,-1.0,1
0.0,0.0,0.0,10.59,4.71,4.7,3.53,0.024,-6.0,1
4.0,25.0,0.0,50.0,0.0,0.0,0.0,0.0,6.0,0
0.0,0.0,0.0,3.33,3.33,3.3,0.0,0.667,3.0,1
0.0,0.0,0.0,3.33,3.33,3.3,0.0,0.667,3.0,1
5.0,26.32,15.79,10.53,5.26,0.0,15.79,1.263,24.0,0
3.0,78.57,14.29,0.0,0.0,0.0,0.0,0.75,26.0,0
6.0,7.78,2.22,2.22,0.0,0.0,15.56,0.578,4.0,0
2.0,4.23,1.88,19.72,1.41,0.9,4.23,0.249,1.0,0
0.0,100.0,7.14,0.0,0.0,0.0,0.0,0.0,17.0,1
1.0,35.71,10.71,0.0,0.0,0.0,57.14,2.857,27.0,0
1.0,23.33,15.0,73.33,66.67,0.0,3.33,0.633,30.0,0
0.0,0.0,0.0,9.29,4.29,2.1,0.71,0.0,-2.0,1
1.0,0.0,0.0,3.33,0.0,1.7,2.5,0.267,-1.0,1
0.0,0.41,0.0,7.38,3.28,4.1,1.64,0.004,-6.0,1
1.0,25.0,15.0,65.0,52.5,7.5,2.5,0.062,20.0,1
1.0,0.0,0.0,6.43,4.29,2.9,0.0,0.0,-4.0,1
1.0,0.0,0.0,6.43,4.29,2.9,0.0,0.0,-4.0,1
0.0,0.0,0.0,4.41,4.41,0.0,9.25,0.035,-5.0,1
0.0,0.0,0.0,10.13,8.37,0.0,8.37,0.033,-4.0,1
1.0,0.0,0.0,14.52,10.48,1.6,0.0,0.012,0.0,0
0.0,0.0,0.0,2.5,2.5,0.8,1.67,0.3,1.0,1
0.0,1.56,0.0,14.06,0.78,3.9,4.69,0.414,-2.0,0
0.0,30.95,19.05,57.14,50.0,4.8,4.76,0.002,21.0,1
1.0,0.0,0.0,3.33,0.0,3.3,0.0,0.6,2.0,1
0.0,33.33,3.33,20.0,13.33,0.0,0.0,0.733,17.0,0
2.0,0.0,0.0,90.32,41.94,3.2,3.23,0.371,13.0,0
9.0,3.51,0.88,50.88,8.77,7.0,10.53,0.333,-3.0,0
1.0,0.0,0.0,18.57,17.86,0.7,0.0,0.004,3.0,0
2.0,21.57,5.88,45.1,23.53,2.0,5.88,0.118,13.0,0
2.0,16.3,2.72,48.91,27.17,1.1,4.35,0.136,12.0,0
3.0,18.48,3.8,51.09,31.52,1.1,4.35,0.12,14.0,0
3.0,35.71,7.14,14.29,14.29,0.0,0.0,0.7140000000000001,22.0,0
1.0,78.57,14.29,0.0,0.0,0.0,0.0,0.464,23.0,0
0.0,1.54,0.0,16.92,0.77,5.4,6.15,0.34600000000000003,-4.0,0
1.0,0.0,0.0,3.33,3.33,3.3,0.0,0.6,2.0,1
6.0,7.78,2.22,2.22,0.0,0.0,15.56,0.578,4.0,0
1.0,0.0,0.0,3.33,3.33,3.3,0.0,0.6,2.0,1
0.0,0.0,0.0,3.5,0.0,2.0,1.0,0.25,0.0,1
0.0,0.88,0.0,1.77,0.0,0.0,18.58,0.23,-2.0,1
1.0,3.54,0.44,0.0,0.0,0.0,19.47,0.066,-4.0,1
4.0,78.57,35.71,0.0,0.0,0.0,0.0,0.75,26.0,0
4.0,31.58,21.05,5.26,5.26,0.0,15.79,1.737,25.0,0
0.0,100.0,7.14,0.0,0.0,0.0,0.0,0.0,17.0,1
0.0,16.67,5.0,66.67,63.33,0.0,0.0,0.083,19.0,0
0.0,36.67,6.67,23.33,0.0,10.0,20.0,0.3,10.0,1
0.0,0.0,0.0,4.71,2.35,1.2,1.18,0.029,-1.0,1
0.0,1.04,0.0,60.42,2.08,31.2,25.0,0.0,-6.0,1
0.0,0.0,0.0,8.24,0.0,3.5,3.53,0.018000000000000002,-6.0,1
0.0,78.57,10.71,0.0,0.0,0.0,0.0,0.607,24.0,0
2.0,19.35,3.23,19.35,19.35,0.0,0.0,0.935,20.0,0
2.0,14.0,1.0,74.0,22.0,6.0,8.0,0.44,8.0,0
0.0,0.0,0.0,59.38,0.0,28.1,25.0,0.016,-8.0,1
6.0,1.11,0.0,6.67,6.67,0.0,22.22,0.667,4.0,1
6.0,30.36,8.93,3.57,0.0,0.0,21.43,0.768,20.0,0
